Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
chou-chinois-bio-1kg-1,Chou chinois bio 1kg,"",Kétar Adèle,,légume,"Bio, Catégorie_Légumes, Légume",false,Poids,1kg,,,,,"",0.0,shopify,30,deny,manual,7.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_7f0de289-88f8-4942-bfb3-f31317b13e2b.jpg?v=1641820384,1,,false,,,,,,,,,,,,,,,,,kg,,5.00,active
chou-chinois-bio-1kg-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/chouchinois_79221c94-c9b6-4d13-a5b9-aafc9b18d20b.jpg?v=1641820384,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-kombucha-estragon-anise-33cl,[NOUVEAUTE !] Kombucha estragon anisé 33cl,Boisson pétillante bio à base de thé et de plantes traditionnelles de Martinique,Thierry Jean,,Plante,"Bio, Catégorie_Plantes, Plante, Producteurs_Thierry Jean, st joseph, Thierry jean",true,Poids,100g,,,,,"",0.0,shopify,0,deny,manual,4.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_0109_1_42a3d4b8-17b9-45fe-902f-afdd875a87e4.jpg?v=1642000167,1,,false,,,,,,,,,,,,,,,,,kg,,3.30,active
nouveaute-kombucha-menthe-vicles-bio-33cl,[NOUVEAUTE !] Kombucha menthe vicks bio 33cl,Boisson pétillante bio à base de thé et de plantes traditionnelles de Martinique,Thierry Jean,,Plante,"Bio, Catégorie_Plantes, Plante, Producteurs_Thierry Jean, st joseph, Thierry jean",true,Poids,100g,,,,,"",0.0,shopify,0,deny,manual,4.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_0109_1.jpg?v=1642000027,1,,false,,,,,,,,,,,,,,,,,kg,,3.30,active
nouveaute-kombucha-groseille-bio-33cl,[NOUVEAUTE !] Kombucha groseille bio 33cl,Boisson pétillante bio à base de thé et de plantes traditionnelles de Martinique,Thierry Jean,,Plante,"Bio, Catégorie_Plantes, Plante, Producteurs_Thierry Jean, st joseph, Thierry jean",true,Poids,100g,,,,,"",0.0,shopify,0,deny,manual,4.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_0107.jpg?v=1642000255,1,,false,,,,,,,,,,,,,,,,,kg,,3.30,active
nouveaute-kombucha-basilic-cannelle-bio-1l,[NOUVEAUTE !] Kombucha basilic cannelle bio 1L,Boisson pétillante bio à base de thé et de plantes traditionnelles de Martinique,Thierry Jean,,Plante,"Bio, Catégorie_Plantes, Plante, Producteurs_Thierry Jean, st joseph, Thierry jean",true,Poids,100g,,,,,,0.0,shopify,0,deny,manual,13.50,,false,false,,,,,false,,,,,,,,,,,,,,,,,kg,,9.00,active
nouveaute-kombucha-orange-bio-1l,[NOUVEAUTE !] Kombucha orange bio 1L,Boisson pétillante bio à base de thé et de plantes traditionnelles de Martinique,Thierry Jean,,Plante,"Bio, Catégorie_Plantes, Plante, Producteurs_Thierry Jean, st joseph, Thierry jean",false,Poids,100g,,,,,"",0.0,shopify,1,deny,manual,13.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_0187.jpg?v=1643813718,1,,false,,,,,,,,,,,,,,,,,kg,,9.00,active
nouveaute-kombucha-orange-bio-1l,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_0105.jpg?v=1643813718,2,,,,,,,,,,,,,,,,,,,,,,
pak-choi-bio,[NOUVEAUTE] Pak Choï bio,"",Boulikibio,,Plante,"Bio, Bouliki, Catégorie_Plantes, épinard",false,Bouquet,1 botte,,,,,"",0.0,shopify,2,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_408f0dc6-3e17-420e-a9d5-e1f013c5c65f.png?v=1641243874,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
pak-choi-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_f399643d-b2fc-4c52-83f7-e8f0df0bea47.png?v=1641230635,2,,,,,,,,,,,,,,,,,,,,,,
pak-choi-bio,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_53886973-7b19-4efc-a695-dc3bfb7a6a10.png?v=1641230635,3,,,,,,,,,,,,,,,,,,,,,,
epinard-peyi-bio-1,Épinard péyi bio 250g,"",Thierry Jean,,Plante,"Bio, Catégorie_Plantes, épinard",true,Bouquet,250g,,,,,"",0.0,shopify,69,deny,manual,2.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_1302_d6b569a5-1a2d-4032-9f27-ad6dc78f3869.jpg?v=1641217053,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
epinard-peyi-bio-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_1300_deb19a6d-23cf-4580-bbfc-68201887b04c.jpg?v=1641217053,2,,,,,,,,,,,,,,,,,,,,,,
navet-bio-1kg,Navet bio 1kg,"",Thierry Jean,,Frais,"Bio, Légume",true,Poids,1kg,,,,,"",0.0,shopify,974,deny,manual,3.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_b30a59cd-fce4-49fc-b055-56d9f53ea2d0.jpg?v=1643376188,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
navet-bio-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/navet_7a4befd3-6892-4f1a-bd35-b962cd7b5031.jpg?v=1643376185,2,,,,,,,,,,,,,,,,,,,,,,
piment-doux-bio-200g-2,Piment doux bio 200g,"<meta charset=""utf-8"">Le piment est utilisé pour assaisonner  des plats ou des sauces. En plus de son arôme, il participe à votre bien-être car le piment est riche en antioxydants et lutte contre les maladies cardio-vasculaires.",Le Safoutier,,Plante,"Bio, Catégorie_Plantes, piment, Plante",true,Poids,200g,,,,,,0.0,shopify,680,deny,manual,3.60,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/pimentvege_dc323424-1a1b-4dd6-9bc8-830bf405adcd.jpg?v=1641243970,1,,false,,,,,,,,,,,,,,,,,kg,,2.40,active
piment-doux-bio-200g-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/1a9c2419-b372-448b-90cd-b9390b0d7d86_1_d9875d04-4863-4f15-a6da-6632189b0270.jpg?v=1641243970,2,,,,,,,,,,,,,,,,,,,,,,
piment-doux-bio-200g-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/piment-doux-fort-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_d4ce8f2e-a113-4459-a5d3-9ef4f289ebe4.jpg?v=1641213501,3,Piment doux bio Background,,,,,,,,,,,,,,,,,,,,,
giraumon-entier-bio-2-5kg,"Giraumon entier bio 2,5kg","",Domaine de Puyferrat,,Frais,"Bio, Catégorie_Légumes, Légume",true,Poids,2.5 kg,,,,,,0.0,shopify,0,deny,manual,4.90,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/giraumon_350790f6-856a-4c7a-b671-f1be4a293d2e.jpg?v=1640092947,1,,false,,,,,,,,,,,,,,,,,kg,,3.00,active
piment-fort-bio-200g-1,Piment fort bio 200g,"<meta charset=""utf-8""><span>Le piment est utilisé pour assaisonner des plats ou des sauces. En plus de son arôme, il participe à votre bien-être car le piment est riche en antioxydants et lutte contre les maladies cardio-vasculaires. Attention toutefois aux personnes sensibles de l'intestin et atteintent de reflux, le piment antillais est le plus puissant au monde.</span>",Le Safoutier,,Plante,"Bio, Catégorie_Plantes, piment, Plante",true,Poids,200g,,,,,"",0.0,shopify,967,deny,manual,1.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Piment-fort-16662-bio-ferme-morne-capot-lorrain-michel-larougery-Martinique-Ecologie-agroecologie-agriculture-bio_f5dbfca5-2a99-40dc-b279-1c3dca79177c.jpg?v=1639070598,1,,false,,,,,,,,,,,,,,,,,kg,,1.20,active
piment-fort-bio-200g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/piment-doux-fort-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_beea2cff-0a03-46c7-be39-21aef91a0be0.jpg?v=1639070598,2,Piment fort bio 100g Background,,,,,,,,,,,,,,,,,,,,,
gingembre-bio-250g-2,Gingembre bio 200g,"Une fois épluché il asaisonnera parfaitement vos viandes rouge, blanche et grasse, comme le porc, qu'il permet d'alléger. Selon l'intensité recherchée, plus vous allez le cuire, plus il perd sa puissance et son piquant à l'inverse du piment. <meta charset=""utf-8"">",Alexandre Terne,,épice,"Bio, Catégorie_Épices, Epice, Producteurs_Thierry Jean, Racine, st joseph, Thierry jean",false,Poids,200g,,,,,"",0.0,shopify,984,deny,manual,3.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Gingembre-ginger-1-bio-Martinique-Precheur-Ecologie_fc76fb0c-01ad-458a-ab60-f5caa2dfbcec.jpg?v=1639059298,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
gingembre-bio-250g-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Gingembre-ginger-bio-Martinique-Precheur-Ecologie_6e3996bf-860e-4165-a433-e2bfb174cc4b.jpg?v=1639059298,2,,,,,,,,,,,,,,,,,,,,,,
gingembre-bio-250g-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Gingembre-ginger-background-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales-aromatiques-martinique_4f0daa0b-0f0d-4462-9d67-7f27515068cf.jpg?v=1639059115,3,Gingembre bio 250g Background,,,,,,,,,,,,,,,,,,,,,
ti-coffret-noel-peyi-bio,Ti Coffret Noël péyi bio,"<p>A l'approche des fêtes de Noël, découvrez notre offre 100% locale et 100% bio pour vous ou vos proches.. parce qu'offrir est un plaisir !</p>
<p>Composition : </p>
<p>1 bouteille de Premières Bulles K'SHIRI (pétillant d'ananas bio <strong>sans alcool</strong>)</p>
<p>1 sachet de fruits séchés</p>
<p>﻿1 confiture locale*<br></p>
<p>1 tisane citronnelle</p>
<p> <br></p>
<p>*goyave ou prune de cythère</p>",Ta Nou,,,"Nos paniers, Noël",false,Panier,1 coffret,,,,,"",0.0,shopify,95,continue,manual,30.00,,false,false,"",,,,false,Le panier de la semaine,,,,,,,,,,,,,,,,kg,,20.00,active
radis-noir-bio-1-botte,Radis noir bio - 1 botte,"",Le Potager des Mornes,,légume,"Bio, Catégorie_Légumes, Légume",true,Poids,1 botte,,,,,,0.0,shopify,0,deny,manual,3.90,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Radisnoir2.jpg?v=1638806896,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
radis-noir-bio-1-botte,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Radisnoir4.jpg?v=1638806871,2,,,,,,,,,,,,,,,,,,,,,,
radis-noir-bio-1-botte,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Radisnoir3.jpg?v=1638806870,3,,,,,,,,,,,,,,,,,,,,,,
radis-noir-bio-1-botte,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Radisnoir1.jpg?v=1638806661,4,,,,,,,,,,,,,,,,,,,,,,
kshiri-premiere-bulles-petillant-dananas-bio-sans-alchool,[NOUVEAUTE] K'Shiri Première bulles - pétillant d'ananas bio (sans alcool),"",Caribbean Vintage,,Epicerie,"Bio, Catégorie_Épices, épice",false,Poids,75cl,,,,,"",0.0,shopify,6,deny,manual,14.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Premieresbulles.jpg?v=1638742261,1,,false,,,,,,,,,,,,,,,,,kg,,10.00,active
kshiri-prelude-brut-petillant-dananas-bio,K'Shiri Prélude Brut - pétillant d'ananas bio,"",Caribbean VIntage,,Epicerie,"Bio, Catégorie_Épices, épice",true,Poids,75cl,,,,,"",0.0,shopify,10,deny,manual,36.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/PreludeBrut.jpg?v=1638742072,1,,false,,,,,,,,,,,,,,,,,kg,,24.70,active
roquette-bio-100g-2,Roquette bio 100g,"",Boulikibio,,Plante,"Bio, Catégorie_Légumes, Légume",false,Poids,1 botte,,,,,"",0.0,shopify,18,deny,manual,4.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Roquette-Ferme-agroecologique-precheur-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_67d909b4-ea91-4aea-bb70-cf258a0e43cb.jpg?v=1638620771,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
chou-kale-russian-bio,Chou kale Russian bio,"",Boulikibio,,Plante,"Bio, Bouliki, Catégorie_Plantes, épinard",false,Bouquet,1 botte,,,,,"",0.0,shopify,15,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_13f16179-dca4-4300-8657-e891eba3d5d7.jpg?v=1638620549,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
nouveaute-confiture-de-papaye-bio-220g,[NOUVEAUTE] Confiture de papaye bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,,0.0,shopify,4,deny,manual,7.40,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2831.jpg?v=1637883166,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-confiture-de-papaye-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2833.jpg?v=1637883166,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-gelee-de-goyave-bio-220g,[NOUVEAUTE] Gelée de goyave bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,,0.0,shopify,4,deny,manual,7.40,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2829.jpg?v=1637883105,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-confiture-de-gelee-de-goyave-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2830.jpg?v=1637883106,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-banane-rhum-vieux-bio-220g,[NOUVEAUTE] Confiture de banane rhum vieux bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,"",0.0,shopify,10,deny,manual,7.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2827.jpg?v=1637882996,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-confiture-de-banane-rhum-vieux-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2828.jpg?v=1637882996,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-papaye-rhum-vieux-bio-220g,[NOUVEAUTE] Confiture de papaye rhum vieux bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,"",0.0,shopify,10,deny,manual,8.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2825.jpg?v=1637882947,1,,false,,,,,,,,,,,,,,,,,kg,,5.39,active
nouveaute-confiture-de-papaye-rhum-vieux-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2826.jpg?v=1637882947,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-goyave-bio-220g,[NOUVEAUTE] Confiture de goyave bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,"",0.0,shopify,13,deny,manual,7.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2823.jpg?v=1637882787,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-confiture-de-goyave-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2824.jpg?v=1637882787,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-prune-de-cythere-bio-220g,[NOUVEAUTE] Confiture de prune de cythère bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,200ml,,,,,,0.0,shopify,13,deny,manual,7.40,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2821.jpg?v=1637882757,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-confiture-de-prune-de-cythere-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2822.jpg?v=1637882757,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-barbadine-bio-220g,[NOUVEAUTE] Confiture de barbadine bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,"",0.0,shopify,3,deny,manual,8.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2819.jpg?v=1637882526,1,,false,,,,,,,,,,,,,,,,,kg,,5.39,active
nouveaute-confiture-de-barbadine-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2820.jpg?v=1637882526,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-banane-bio-220g,[NOUVEAUTE] Confiture de banane bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,"",0.0,shopify,5,deny,manual,7.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2817.jpg?v=1637882422,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-confiture-de-banane-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_2818.jpg?v=1637882422,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-confiture-de-surette-bio-220g,[NOUVEAUTE] Confiture de Surette bio 220g,"",Gabou Gabie,,Noël,"Epicerie, Noël",true,Poids,220g,,,,,,0.0,shopify,4,deny,manual,7.40,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_28022.jpg?v=1637881664,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-confiture-de-surette-bio-220g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_28032.jpg?v=1637881664,2,,,,,,,,,,,,,,,,,,,,,,
groseille-peyi-bio-500g-1,Groseille peyi bio 250g,"Connu aussi sous le nom de bissap, l'hibiscus arrive au cours du 17e siècle aux Antilles. Cet incontournable des fêtes de fin d'année se dégustera en sirop ou en confiture.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/la-ferme-agroecologique-precheur"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"">Voir la présentation de cette ferme</a></p>
</div>",Thierry Jean,,Plante,"Bio, Catégorie_Plantes, Fruit, groseille peyi",false,Poids,250g,,,,,"",0.0,shopify,992,deny,manual,2.70,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Groseille-peyi-Ferme-agroecologique-precheur-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_1be1f11e-f81b-4d72-bec9-f27ad8f6230c.jpg?v=1637632415,1,,false,,,,,,,,,,,,,,,,,kg,,1.75,active
groseille-peyi-bio-500g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Groseille-peyi-Ferme-agroecologique-precheur-producteurs-locaux-livraison-panier-sur-mesure-fruits-legumes-plantes-medicinales_db2b3a73-5276-4267-bbb6-697316f4df26.jpg?v=1637632415,2,Groseille peyi bio 250g Background,,,,,,,,,,,,,,,,,,,,,
papaye-demi-mure-1kg-2,Papaye demi mûre 1kg,"",Boulikibio,,Frais,Thème fruit,true,Poids,1kg,,,,,"",0.0,shopify,0,deny,manual,4.50,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_7272121c-45fd-4c16-9332-3aee67b8aa4a.png?v=1637421607,1,,false,,,,,,,,,,,,,,,,,kg,,3.00,active
papaye-demi-mure-1kg-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/papayemure_65228cdd-93be-48ab-8f18-739a4139bb9d.jpg?v=1637421607,2,,,,,,,,,,,,,,,,,,,,,,
rhum-arrange-orange-citronnelle-bio-20g-1,[PROMO] Epices pour rhum arrangé Orange/Citronnelle bio 20g,"<p> </p>
<div class=""box-produits"">
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>
<div class=""box-producteurs""></div>",Herboristerie créole,,Epicerie,"Epicerie, Noël, Ti panier",true,Sachet,1 sachet de 20g,,,,,"",0.0,shopify,11,deny,manual,7.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_9d685d1d-093f-4cc2-a6fd-ec1257062033.jpg?v=1637181071,1,,false,,,,,,,,,,,,,,,,,kg,,5.92,active
nouveaute-sirop-de-gingembre-thai-bio-200ml,[NOUVEAUTE] Sirop de Gingembre thaï bio 200ml,"",Gabou Gabie,,Noël,"Bio, Noël",true,Poids,200ml,,,,,"",0.0,shopify,1,deny,manual,7.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_8aa4faec-3a53-4f55-b605-d6f2ed14d8ea.jpg?v=1637180311,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-sirop-de-gingembre-thai-bio-200ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_99807a44-0945-4a15-a395-4b0c947ed68d.jpg?v=1637180314,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-sirop-de-feuilles-de-cannelle-bio-200ml,[NOUVEAUTE] Sirop de Feuilles de cannelle bio 200ml,"",Gabou Gabie,,Noël,"Bio, Noël",true,Poids,200ml,,,,,"",0.0,shopify,4,deny,manual,7.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_1dc92413-5069-4401-a165-dda2147fcbe5.jpg?v=1637180268,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-sirop-de-feuilles-de-cannelle-bio-200ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_e37cc3f0-51ec-4e27-b144-96d23300565c.jpg?v=1637180272,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-sirop-de-noix-de-cola-bio-200ml,[NOUVEAUTE] Sirop de Noix de cola bio 200ml,"",Gabou Gabie,,Noël,"Bio, Noël",true,Poids,200ml,,,,,"",0.0,shopify,3,deny,manual,7.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_261114b6-0ff4-42c8-b2e4-9d7767fcfacd.jpg?v=1637180224,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
nouveaute-sirop-de-noix-de-cola-bio-200ml,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_f6680486-44fe-48df-9bcc-889bc8660359.jpg?v=1637180229,2,,,,,,,,,,,,,,,,,,,,,,
nouveaute-sirop-d-atoumo-bio-200ml,[NOUVEAUTE] Sirop d’atoumo bio 200ml,"",Gabou Gabie,,Noël,"Bio, Noël",true,Poids,200ml,,,,,"",0.0,shopify,1,deny,manual,7.40,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_42e77080-f0af-4c56-beb2-57656a93ff5b.jpg?v=1637180360,1,,false,,,,,,,,,,,,,,,,,kg,,4.90,active
